cust_id,gender
3500,0.71079123
3501,0.2141706
3502,0.21194614
3503,0.2671782
3504,0.48175633
3505,0.32473713
3506,0.032764893
3507,0.6780804
3508,0.29747188
3509,0.11340575
3510,0.16949853
3511,0.64522463
3512,0.41069913
3513,0.13728055
3514,0.70490235
3515,0.25219348
3516,0.23298678
3517,0.22583087
3518,0.24686857
3519,0.5417336
3520,0.7760883
3521,0.41506645
3522,0.531802
3523,0.107070565
3524,0.20558214
3525,0.6490499
3526,0.27938914
3527,0.7646495
3528,0.56555647
3529,0.26093683
3530,0.2076876
3531,0.77720505
3532,0.0994056
3533,0.26085672
3534,0.6223763
3535,0.22056474
3536,0.38376838
3537,0.65912306
3538,0.40786776
3539,0.5656785
3540,0.08588306
3541,0.35044646
3542,0.24144726
3543,0.64748675
3544,0.44949707
3545,0.2881774
3546,0.28357407
3547,0.20049319
3548,0.67700773
3549,0.22569184
3550,0.44290516
3551,0.41201317
3552,0.24671282
3553,0.3167619
3554,0.25598323
3555,0.117048755
3556,0.53271705
3557,0.5086696
3558,0.099587284
3559,0.39822936
3560,0.5842956
3561,0.54722255
3562,0.3463497
3563,0.33544043
3564,0.67854434
3565,0.4630572
3566,0.14734408
3567,0.4375444
3568,0.55660415
3569,0.3163374
3570,0.18841183
3571,0.2878586
3572,0.7062056
3573,0.6664875
3574,0.24759446
3575,0.58310276
3576,0.58483547
3577,0.42632726
3578,0.25026986
3579,0.3744624
3580,0.62763375
3581,0.6158284
3582,0.6908603
3583,0.51135314
3584,0.18871914
3585,0.5998932
3586,0.082184374
3587,0.2886896
3588,0.21354769
3589,0.23644961
3590,0.66967916
3591,0.4965392
3592,0.71983916
3593,0.20889556
3594,0.12271986
3595,0.39655235
3596,0.22145519
3597,0.25888816
3598,0.2782975
3599,0.6078473
3600,0.52514774
3601,0.4783064
3602,0.27137902
3603,0.12277876
3604,0.8416852
3605,0.39875743
3606,0.3876439
3607,0.26052433
3608,0.3032523
3609,0.2667861
3610,0.26927963
3611,0.5928418
3612,0.5648933
3613,0.21252638
3614,0.38242224
3615,0.20005958
3616,0.5438494
3617,0.63912207
3618,0.66786623
3619,0.0856559
3620,0.2053699
3621,0.4977768
3622,0.1914253
3623,0.6306384
3624,0.114925124
3625,0.4864747
3626,0.61453503
3627,0.27734554
3628,0.68513614
3629,0.33767176
3630,0.729032
3631,0.39833996
3632,0.7240363
3633,0.17968126
3634,0.19609141
3635,0.523574
3636,0.36157548
3637,0.19639459
3638,0.590379
3639,0.75210094
3640,0.6411835
3641,0.37646282
3642,0.7404479
3643,0.17679912
3644,0.28594294
3645,0.5005183
3646,0.30061638
3647,0.2961271
3648,0.70993185
3649,0.3026852
3650,0.39387724
3651,0.65855044
3652,0.72150904
3653,0.33192402
3654,0.3587111
3655,0.36201912
3656,0.3530855
3657,0.39393136
3658,0.21583132
3659,0.24261397
3660,0.34206507
3661,0.47212768
3662,0.18579106
3663,0.65771735
3664,0.4154588
3665,0.71605814
3666,0.61795855
3667,0.13877738
3668,0.26332906
3669,0.6560911
3670,0.06567652
3671,0.6809839
3672,0.08529447
3673,0.44527453
3674,0.33402306
3675,0.43344826
3676,0.18323691
3677,0.27116448
3678,0.3554729
3679,0.1470421
3680,0.1454858
3681,0.55731636
3682,0.6544705
3683,0.22407073
3684,0.55619633
3685,0.70310414
3686,0.30886933
3687,0.6684814
3688,0.1085332
3689,0.6425827
3690,0.7516763
3691,0.09274828
3692,0.5700192
3693,0.14853382
3694,0.5007694
3695,0.7601741
3696,0.5979167
3697,0.7506587
3698,0.15554686
3699,0.32014865
3700,0.15465863
3701,0.059646226
3702,0.20979671
3703,0.5491626
3704,0.7896836
3705,0.36395752
3706,0.29054844
3707,0.1831845
3708,0.1948213
3709,0.12180722
3710,0.18302383
3711,0.2041464
3712,0.5313163
3713,0.18565123
3714,0.2188921
3715,0.24265122
3716,0.15322225
3717,0.23372254
3718,0.07665712
3719,0.26972738
3720,0.36957744
3721,0.62941664
3722,0.08287548
3723,0.57042176
3724,0.33247694
3725,0.3359577
3726,0.5963464
3727,0.7058752
3728,0.3373273
3729,0.6493593
3730,0.39450338
3731,0.39025223
3732,0.4510842
3733,0.6638101
3734,0.08147582
3735,0.36592868
3736,0.42587358
3737,0.67179775
3738,0.14798063
3739,0.5054756
3740,0.54774755
3741,0.69533855
3742,0.2547814
3743,0.18909153
3744,0.29925874
3745,0.27821243
3746,0.3958277
3747,0.09501664
3748,0.24232987
3749,0.54520994
3750,0.23375337
3751,0.63155895
3752,0.2086531
3753,0.6081812
3754,0.2226615
3755,0.647838
3756,0.61162156
3757,0.15281695
3758,0.25501487
3759,0.34098253
3760,0.51812774
3761,0.596031
3762,0.2036355
3763,0.108133316
3764,0.59548193
3765,0.1289913
3766,0.52699786
3767,0.8004073
3768,0.80974025
3769,0.6756196
3770,0.69888574
3771,0.09585169
3772,0.6413752
3773,0.54476225
3774,0.24913809
3775,0.6934351
3776,0.63903624
3777,0.66083384
3778,0.22713062
3779,0.1335936
3780,0.28665766
3781,0.25585133
3782,0.44549027
3783,0.21368635
3784,0.31498986
3785,0.59151626
3786,0.14337963
3787,0.728722
3788,0.3404378
3789,0.46369183
3790,0.29557922
3791,0.32305372
3792,0.5134801
3793,0.6950597
3794,0.19675791
3795,0.5872427
3796,0.092188686
3797,0.6692818
3798,0.51740384
3799,0.34895107
3800,0.13927943
3801,0.3906719
3802,0.26715666
3803,0.14392509
3804,0.32857686
3805,0.29469925
3806,0.7324951
3807,0.06626585
3808,0.5677784
3809,0.23728739
3810,0.28821558
3811,0.64059716
3812,0.3326231
3813,0.5871161
3814,0.35718182
3815,0.6358501
3816,0.27242422
3817,0.103984036
3818,0.30219772
3819,0.12837845
3820,0.66499585
3821,0.6463407
3822,0.22737838
3823,0.15804791
3824,0.23824713
3825,0.5024841
3826,0.17380694
3827,0.1855123
3828,0.07139937
3829,0.8554417
3830,0.7674905
3831,0.14735894
3832,0.10768262
3833,0.12681955
3834,0.62993014
3835,0.31110486
3836,0.15181409
3837,0.18672405
3838,0.6639825
3839,0.5229835
3840,0.8045193
3841,0.25764728
3842,0.13299467
3843,0.25562322
3844,0.6014524
3845,0.31086496
3846,0.05059568
3847,0.256082
3848,0.1493924
3849,0.70100546
3850,0.14337431
3851,0.31112757
3852,0.8075085
3853,0.32214454
3854,0.23361316
3855,0.14540596
3856,0.3226203
3857,0.11183991
3858,0.3822416
3859,0.38691568
3860,0.6546877
3861,0.35376173
3862,0.3691663
3863,0.54228663
3864,0.66683906
3865,0.71011335
3866,0.32593474
3867,0.4488091
3868,0.43624505
3869,0.79621583
3870,0.36635646
3871,0.33322713
3872,0.5538387
3873,0.12608044
3874,0.20184024
3875,0.092607945
3876,0.46512705
3877,0.2724528
3878,0.61158186
3879,0.6110549
3880,0.3176237
3881,0.27103156
3882,0.17252603
3883,0.34256792
3884,0.16232291
3885,0.7206569
3886,0.5638654
3887,0.6455969
3888,0.39936778
3889,0.21803218
3890,0.5857149
3891,0.25274926
3892,0.18406755
3893,0.16731027
3894,0.12924124
3895,0.2793685
3896,0.18540227
3897,0.09985568
3898,0.6440787
3899,0.31550652
3900,0.66404766
3901,0.8275032
3902,0.26478267
3903,0.1970429
3904,0.25758955
3905,0.39701167
3906,0.63170475
3907,0.058869213
3908,0.1998328
3909,0.6774263
3910,0.22812472
3911,0.074156865
3912,0.622336
3913,0.7242207
3914,0.59451467
3915,0.16475938
3916,0.42780015
3917,0.6531164
3918,0.59120333
3919,0.42473817
3920,0.7985616
3921,0.14351122
3922,0.2029756
3923,0.6439726
3924,0.45346746
3925,0.5730681
3926,0.2851867
3927,0.35814053
3928,0.4162049
3929,0.5610777
3930,0.7203883
3931,0.18643384
3932,0.4973893
3933,0.61229914
3934,0.17281108
3935,0.5344747
3936,0.2062052
3937,0.3275896
3938,0.6016222
3939,0.27209505
3940,0.54274243
3941,0.20110708
3942,0.10393798
3943,0.28492048
3944,0.25474682
3945,0.58396626
3946,0.22337307
3947,0.110713005
3948,0.5995683
3949,0.5361871
3950,0.27746624
3951,0.22158402
3952,0.23479858
3953,0.7921057
3954,0.69132036
3955,0.8313419
3956,0.29104513
3957,0.1605017
3958,0.2856259
3959,0.21778649
3960,0.6402055
3961,0.7379539
3962,0.64819556
3963,0.09834708
3964,0.50393236
3965,0.54910576
3966,0.03335896
3967,0.33362135
3968,0.61168116
3969,0.42808157
3970,0.64818263
3971,0.16835532
3972,0.5360793
3973,0.7672594
3974,0.5430034
3975,0.6656286
3976,0.4698445
3977,0.25677246
3978,0.54676956
3979,0.7876938
3980,0.21854214
3981,0.12595074
3982,0.44481033
3983,0.28960186
3984,0.25702408
3985,0.037905544
3986,0.09624075
3987,0.39129177
3988,0.12509504
3989,0.6591115
3990,0.22646955
3991,0.32564434
3992,0.1494023
3993,0.38980508
3994,0.33911413
3995,0.115557
3996,0.6157607
3997,0.5315665
3998,0.73455787
3999,0.6741746
4000,0.23227055
4001,0.20398416
4002,0.6732691
4003,0.11970465
4004,0.21322098
4005,0.19416076
4006,0.61775845
4007,0.4513105
4008,0.50215805
4009,0.19160792
4010,0.19975016
4011,0.28874037
4012,0.5665789
4013,0.60536385
4014,0.09985638
4015,0.6380001
4016,0.2082736
4017,0.6763804
4018,0.5348001
4019,0.7178979
4020,0.09554718
4021,0.8495868
4022,0.6630714
4023,0.096649975
4024,0.3580957
4025,0.6646252
4026,0.7693826
4027,0.58103615
4028,0.30503905
4029,0.33136204
4030,0.22876498
4031,0.16519086
4032,0.18560483
4033,0.35293877
4034,0.7846356
4035,0.3157151
4036,0.2858956
4037,0.35060525
4038,0.1953781
4039,0.1491467
4040,0.6915695
4041,0.29392293
4042,0.088642724
4043,0.17994389
4044,0.32895723
4045,0.5164591
4046,0.30911908
4047,0.15238746
4048,0.72419393
4049,0.6308321
4050,0.027807942
4051,0.31032377
4052,0.26839143
4053,0.16407196
4054,0.27005243
4055,0.5836578
4056,0.6698989
4057,0.18406643
4058,0.37296373
4059,0.74973774
4060,0.18219523
4061,0.673174
4062,0.3292604
4063,0.20311178
4064,0.6324661
4065,0.6677952
4066,0.52580726
4067,0.30720863
4068,0.108478464
4069,0.26132932
4070,0.27183473
4071,0.49334317
4072,0.33572572
4073,0.14062859
4074,0.25186127
4075,0.36563897
4076,0.5903331
4077,0.8299275
4078,0.6340144
4079,0.55046046
4080,0.55772
4081,0.28049046
4082,0.60228026
4083,0.27995273
4084,0.69309723
4085,0.5617207
4086,0.39474598
4087,0.41428295
4088,0.17390558
4089,0.32097623
4090,0.8243581
4091,0.57959837
4092,0.46716735
4093,0.6601301
4094,0.62723154
4095,0.2188988
4096,0.40338638
4097,0.7443319
4098,0.24097028
4099,0.67374736
4100,0.6509431
4101,0.37450224
4102,0.47439283
4103,0.27232915
4104,0.3577767
4105,0.606443
4106,0.16289178
4107,0.2512805
4108,0.42722267
4109,0.33456334
4110,0.29113376
4111,0.35350198
4112,0.15498312
4113,0.30347866
4114,0.45149302
4115,0.71492004
4116,0.5445625
4117,0.81562686
4118,0.26367632
4119,0.5898133
4120,0.31448787
4121,0.746035
4122,0.35857922
4123,0.17272544
4124,0.82030797
4125,0.4161507
4126,0.33322352
4127,0.06728863
4128,0.33858237
4129,0.3019346
4130,0.6030857
4131,0.51918244
4132,0.26886943
4133,0.2519329
4134,0.32517937
4135,0.41514277
4136,0.45973498
4137,0.1952232
4138,0.6537487
4139,0.22122695
4140,0.453186
4141,0.28943622
4142,0.07025529
4143,0.13257246
4144,0.7628318
4145,0.7622787
4146,0.09457502
4147,0.51669025
4148,0.54742205
4149,0.58925277
4150,0.16080055
4151,0.4779037
4152,0.6965146
4153,0.6087931
4154,0.18690369
4155,0.22072726
4156,0.2514764
4157,0.1640761
4158,0.35759783
4159,0.11865601
4160,0.40838605
4161,0.40190244
4162,0.6253602
4163,0.25981644
4164,0.5728645
4165,0.2947508
4166,0.2587283
4167,0.6129291
4168,0.49351054
4169,0.48766723
4170,0.14247857
4171,0.63088506
4172,0.2439552
4173,0.7250621
4174,0.6522607
4175,0.26866204
4176,0.46872386
4177,0.08655231
4178,0.34139922
4179,0.13366412
4180,0.16897878
4181,0.078286454
4182,0.42394894
4183,0.18369088
4184,0.18496133
4185,0.040901363
4186,0.58798605
4187,0.09957946
4188,0.6384553
4189,0.4976542
4190,0.05015736
4191,0.5149544
4192,0.65358293
4193,0.5593679
4194,0.7054657
4195,0.603023
4196,0.5847451
4197,0.29123
4198,0.2882619
4199,0.14630389
4200,0.79607165
4201,0.7284738
4202,0.5799147
4203,0.6240998
4204,0.46268317
4205,0.08317688
4206,0.6394303
4207,0.50671214
4208,0.17325926
4209,0.3552548
4210,0.21152525
4211,0.6542438
4212,0.70520145
4213,0.44579297
4214,0.41891134
4215,0.4174688
4216,0.14682245
4217,0.12840335
4218,0.3753025
4219,0.5762463
4220,0.60031277
4221,0.7545609
4222,0.7652997
4223,0.4112395
4224,0.059892584
4225,0.14354137
4226,0.43706608
4227,0.3453586
4228,0.2813697
4229,0.5715772
4230,0.36225352
4231,0.15599431
4232,0.5612102
4233,0.5357776
4234,0.357394
4235,0.57047296
4236,0.29528296
4237,0.6802071
4238,0.6262705
4239,0.37681258
4240,0.10269544
4241,0.22266524
4242,0.5177363
4243,0.14207666
4244,0.21911302
4245,0.5996666
4246,0.6679328
4247,0.7978235
4248,0.15717757
4249,0.52452624
4250,0.061796617
4251,0.35699996
4252,0.28785592
4253,0.29015306
4254,0.19463919
4255,0.47373685
4256,0.09360319
4257,0.55095613
4258,0.5209797
4259,0.6860176
4260,0.33148885
4261,0.3239516
4262,0.15131181
4263,0.7431173
4264,0.32864442
4265,0.29335704
4266,0.82108605
4267,0.39455786
4268,0.24370448
4269,0.2721971
4270,0.2320664
4271,0.66814405
4272,0.105644524
4273,0.68605584
4274,0.6103808
4275,0.21560277
4276,0.49700722
4277,0.5504602
4278,0.55227154
4279,0.7803576
4280,0.48692214
4281,0.6875631
4282,0.3576083
4283,0.417016
4284,0.7142395
4285,0.61753726
4286,0.3906296
4287,0.49063
4288,0.4893971
4289,0.62863165
4290,0.18943946
4291,0.27034304
4292,0.38883084
4293,0.3594794
4294,0.1342002
4295,0.2144902
4296,0.47067556
4297,0.14769346
4298,0.47213668
4299,0.5429943
4300,0.34086436
4301,0.11407396
4302,0.1465139
4303,0.43944266
4304,0.59884495
4305,0.67479384
4306,0.4803726
4307,0.06813743
4308,0.114978224
4309,0.18180403
4310,0.19225848
4311,0.44422865
4312,0.33307695
4313,0.44222242
4314,0.45314905
4315,0.3154203
4316,0.28046888
4317,0.36816707
4318,0.23835932
4319,0.57768106
4320,0.364283
4321,0.12203316
4322,0.21896993
4323,0.21531923
4324,0.4508947
4325,0.53159237
4326,0.29870024
4327,0.75112826
4328,0.26637554
4329,0.16854545
4330,0.6346344
4331,0.22033675
4332,0.645789
4333,0.581442
4334,0.23317
4335,0.12675522
4336,0.6503671
4337,0.24746366
4338,0.3602204
4339,0.16834852
4340,0.20709117
4341,0.6447102
4342,0.64747214
4343,0.056603573
4344,0.24190758
4345,0.06618485
4346,0.15895618
4347,0.3136002
4348,0.42915848
4349,0.6811113
4350,0.42688897
4351,0.15815231
4352,0.45277727
4353,0.68003494
4354,0.28852412
4355,0.22545987
4356,0.6789005
4357,0.53514624
4358,0.44088125
4359,0.49377462
4360,0.5265461
4361,0.6223476
4362,0.38162684
4363,0.60781354
4364,0.14770037
4365,0.19668339
4366,0.07506367
4367,0.75580055
4368,0.31178093
4369,0.503626
4370,0.07524368
4371,0.63860554
4372,0.66237456
4373,0.56677544
4374,0.4988397
4375,0.6779852
4376,0.502531
4377,0.077656016
4378,0.54975533
4379,0.31906694
4380,0.21816616
4381,0.6991979
4382,0.5567278
4383,0.7001427
4384,0.38800254
4385,0.32071096
4386,0.20001996
4387,0.6281597
4388,0.5468344
4389,0.5472764
4390,0.7853564
4391,0.5054086
4392,0.53455144
4393,0.1470347
4394,0.62308466
4395,0.69295424
4396,0.35933545
4397,0.09355623
4398,0.63012093
4399,0.085624225
4400,0.39868385
4401,0.2603136
4402,0.28680366
4403,0.09764647
4404,0.2954353
4405,0.75889874
4406,0.26846617
4407,0.7759154
4408,0.6907413
4409,0.53129834
4410,0.63787264
4411,0.4379086
4412,0.09005967
4413,0.4888421
4414,0.539597
4415,0.12683271
4416,0.6440976
4417,0.24266486
4418,0.34224656
4419,0.26259768
4420,0.7327065
4421,0.48980623
4422,0.62318623
4423,0.32486796
4424,0.70550007
4425,0.11325167
4426,0.42602003
4427,0.25235277
4428,0.35380676
4429,0.3681313
4430,0.3630447
4431,0.64403385
4432,0.40669775
4433,0.1200641
4434,0.29052842
4435,0.29794997
4436,0.21435331
4437,0.14549129
4438,0.24461621
4439,0.6530008
4440,0.2096083
4441,0.0927371
4442,0.19822986
4443,0.13991506
4444,0.7019649
4445,0.36126512
4446,0.35513243
4447,0.3047031
4448,0.24992199
4449,0.14817509
4450,0.104527675
4451,0.35467264
4452,0.66283286
4453,0.23207016
4454,0.53909665
4455,0.71244496
4456,0.41235122
4457,0.08832517
4458,0.095945105
4459,0.22548455
4460,0.43868724
4461,0.20481887
4462,0.5629643
4463,0.55625254
4464,0.2785814
4465,0.71831876
4466,0.4610169
4467,0.35081333
4468,0.7677439
4469,0.65930915
4470,0.16417494
4471,0.31753615
4472,0.80193114
4473,0.2945272
4474,0.15199384
4475,0.6261888
4476,0.1682774
4477,0.6035719
4478,0.60404
4479,0.48863688
4480,0.34370348
4481,0.24164592
4482,0.37989882
4483,0.09492702
4484,0.59549713
4485,0.27402565
4486,0.6731403
4487,0.5892261
4488,0.23687182
4489,0.21477787
4490,0.12831338
4491,0.19915959
4492,0.6108546
4493,0.7080411
4494,0.296438
4495,0.40868568
4496,0.16348416
4497,0.76853555
4498,0.61632687
4499,0.5426401
4500,0.5685733
4501,0.26756716
4502,0.21021569
4503,0.2948522
4504,0.35318354
4505,0.6787592
4506,0.74421734
4507,0.11570705
4508,0.18340023
4509,0.11086832
4510,0.122299686
4511,0.2420607
4512,0.6645525
4513,0.1005807
4514,0.31351283
4515,0.3291061
4516,0.31100297
4517,0.19675514
4518,0.81850785
4519,0.29925254
4520,0.5806565
4521,0.568443
4522,0.10752252
4523,0.06788391
4524,0.6537727
4525,0.5230999
4526,0.24034835
4527,0.31910712
4528,0.7002669
4529,0.37472838
4530,0.65494317
4531,0.7260745
4532,0.53881764
4533,0.42469734
4534,0.74193805
4535,0.101200275
4536,0.6214924
4537,0.52941
4538,0.38684615
4539,0.7019304
4540,0.42468762
4541,0.29693428
4542,0.19522057
4543,0.5973778
4544,0.16080093
4545,0.340408
4546,0.1742741
4547,0.557962
4548,0.39735046
4549,0.65411747
4550,0.26949778
4551,0.6839408
4552,0.12571399
4553,0.7126104
4554,0.5085289
4555,0.089118496
4556,0.50167185
4557,0.29780227
4558,0.27545097
4559,0.01724
4560,0.40681332
4561,0.2645824
4562,0.54179853
4563,0.6133481
4564,0.1497071
4565,0.6452356
4566,0.26085955
4567,0.62380046
4568,0.3739665
4569,0.78613675
4570,0.43466932
4571,0.6948294
4572,0.43855667
4573,0.2881799
4574,0.4432586
4575,0.7048374
4576,0.32896027
4577,0.6781291
4578,0.24368672
4579,0.30826965
4580,0.37661767
4581,0.28525478
4582,0.5171701
4583,0.7801592
4584,0.21598849
4585,0.5776769
4586,0.3093114
4587,0.28664738
4588,0.48451674
4589,0.46994165
4590,0.5957176
4591,0.59807354
4592,0.2793767
4593,0.4461049
4594,0.6153801
4595,0.59405303
4596,0.41923836
4597,0.71395046
4598,0.29796913
4599,0.35279435
4600,0.5093535
4601,0.4594786
4602,0.4151954
4603,0.15809749
4604,0.652918
4605,0.33278763
4606,0.24157205
4607,0.10703619
4608,0.22777882
4609,0.7341702
4610,0.36660802
4611,0.6271458
4612,0.29529992
4613,0.30994242
4614,0.15467913
4615,0.44198677
4616,0.20176624
4617,0.17944606
4618,0.19445302
4619,0.76756036
4620,0.5261471
4621,0.6579937
